번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
113,C0019-0095,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,kwang123,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C04
114,C0019-0098,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,permedia3,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A02
115,C0019-0100,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,jpcha0526,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C09
116,C0019-0103,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,Hold point 고객검사 미수행,2024-11-22,2024-11-22,juni2684,QSDR,검사업체,2024-01-24," 2024년 01월 23일 제작사 품질담당자의 요청에 따라 해당 품목의 CFSI 목록 검토 요청 시, 출하검사 예정일 문의한 결과 해당 제품이 출하됨을 확인함. - QP 및 기술규격서에 Hold Point로 명기된 QVD검토, 포장검사, 출하검사 미완 및 출하승인서 미발행 상태에서 해당 제품이 현장으로 출하됨."," 기술규격서 ATTACHMENT 4-2 HOLD POINT - QVD검토, 포장검사, 출하검사  승인 QP_Rev.0 - QVD검토, 포장검사, 출하검사 공정", 기술규격서 및 QP 요건에 따라 재 검사 수행.  관련자 교육 및 재발방지 대책 수립.,전 품목 해당,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A07
117,M0057-0003,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,shimjc98,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A38
118,M0057-0005,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,kimjy0821,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A51
119,M0057-0007,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,sunae5272,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A53
120,M0057-0009,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,jspark,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A40
121,M0057-0011,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,sys230314,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A37
122,M0057-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,3zvalve1,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A60
123,M0057-0016,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,swchoi,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A42
124,M0057-0018,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,bhi7102m,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,C05
125,M0057-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,parkjinhong,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A60
126,M0057-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,ktjsals1,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A65
127,M0057-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,jyshin0282,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A64
128,M0057-0001,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,bkocen34,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A01
129,M0057-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,isjang8770,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A71
130,M0057-0004,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,swparkssv,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A02
131,M0057-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,pkvalve,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A54
132,M0057-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,81106487,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A50
133,M0057-0010,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,unicorn95,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A60
134,M0057-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,DKVKXM1,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A52
135,M0057-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,pkvalve793,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A54
136,M0057-0015,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,wwlrmfdl,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A38
137,M0057-0017,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,jsyang,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A40
138,M0057-0019,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,밸브 내부 가공 경사각도 측정방법 개선,2024-11-22,2024-11-22,baekshma,기타,검사업체,2024-04-11, Butt Weld Type의 단조밸브 내부 가공 경사각이 KEPIC MNX 그림4250-1 요건에 맞추어 가공되었는지 확인 시 패키지 특성상 다량 다품목의 검사시에 소요시간 및 정확성이 떨어지는 문제점이 있음,, 경사각 측정시 지그 활용 권고,밸브,정보전달,"밸브,배관,탱크,열교환기",,,A47
