관리번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자ID,지적유형,검토기관,검토일,미흡/우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통/기타),위배 내용
2231,M0037-0031,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 구성 요건 미흡,2020-09-11 13:37,2020-09-11 13:37,hec081058,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대한 ‘재료시험성적서(CMTR)’ 검토 중 다음과 같은 서류 보안요구 사항을 발견함. 대상 자재 : Plate / KEPIC MDF A516 Gr.70G 불일치 사항 : 1) KEPIC MND/MNF 기술기준, 등급 및 적용연도 기재누락으로 확인 불가 - 동국제강에서 발행한 CMTR 성적서가 ‘Mill Test Certificate’로 발행 되어서 MND/MNF에 적합한 CMTR임을 확인할 수 없음 2) 구매시방서 번호 불일치 - 기준: 구매(PS)-F8-580.Rev.0, 작성: (PS)-F8-580. Rev.0","KEPIC MNZ 부록 P 재료시험정적서의 내용 P 1200 일반 요구정보 아래 (1)에서 (9)까지의 정보는 KEPIC-MN, 건조에 사용되는 금속재료를 위한 재료시험성적서에서 요구된다. … (4) 재료규격 번호, 등급, 분류, 형태, 호칭치수를 포함하는 재료설명서. 이음매없는 관과 용접관을 모두 포함하는 시방에 따라 제작하는 관의 경우, 보고서는 어떤 형태의 관인지 명시해야 한다. …",재료시험성적서 검토시 관련 재료의 규격요건과 품질요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육 실시,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A03
2232,M0037-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 구성 요건 미흡,2020-09-11 13:37,2020-09-11 13:37,ksbaek109,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대한 ‘재료시험성적서(CMTR)’ 검토 중 다음과 같은 서류 보안요구 사항을 발견함. 대상 자재 : Plate / KEPIC MDF A516 Gr.70G 불일치 사항 : 1) KEPIC MND/MNF 기술기준, 등급 및 적용연도 기재누락으로 확인 불가 - 동국제강에서 발행한 CMTR 성적서가 ‘Mill Test Certificate’로 발행 되어서 MND/MNF에 적합한 CMTR임을 확인할 수 없음 2) 구매시방서 번호 불일치 - 기준: 구매(PS)-F8-580.Rev.0, 작성: (PS)-F8-580. Rev.0","KEPIC MNZ 부록 P 재료시험정적서의 내용 P 1200 일반 요구정보 아래 (1)에서 (9)까지의 정보는 KEPIC-MN, 건조에 사용되는 금속재료를 위한 재료시험성적서에서 요구된다. … (4) 재료규격 번호, 등급, 분류, 형태, 호칭치수를 포함하는 재료설명서. 이음매없는 관과 용접관을 모두 포함하는 시방에 따라 제작하는 관의 경우, 보고서는 어떤 형태의 관인지 명시해야 한다. …",재료시험성적서 검토시 관련 재료의 규격요건과 품질요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육 실시,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A58
2233,C0011-0056,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,bw1048,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A04
2234,C0011-0057,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,woniltni9,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A66
2235,C0011-0058,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,ktjsals1,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A34
2236,C0011-0059,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,kimgs8911,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A09
2237,C0011-0060,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,juhg8911,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A68
2238,C0011-0061,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 NDE 요건 누락,2020-09-11 13:41,2020-09-11 13:41,lge253507,QSDR,검사업체,2020-08-12,"안전성관련 기기의 아래 품목에 대하여 3등급 압력용기 용접 및 NDE 검사중 다음과 같이 불일치 사항을 발견함. 대상 자재 : Water Box for Condenser & Evaporator 불일치 사항 : Water Box의 “Formed Head 부” NDE(MT) 누락 (용접부만 MT 수행됨.) * 품질요건 : 물품구매계약서 Spec. 9-132-M227 Att.4-9(Rev.1) > NDE(MT) - Formed Head, Water Box Welding 미 준수","기술규격서 Attachment 4-3 Equipment Data Sheet * EXAMINATION(Describe Components used to perform the following tests) - EDDY CURRENT : Evaporator Tube, Condenser Tube(Raw Materila) - MAGNETIC PARTICLE : Formed Head, Water Box Welding …","품질부서 및 유관 부서(설계, 제작, PM)와 함께 관련 요건 일치 여부 확인 관련 담당자 대상으로 재발 방지 교육","펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A01
2239,M0038-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,TSURUMI77,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
2240,M0038-0029,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,0bbe6fad4914,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
2241,M0038-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,buradu,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A63
2242,M0038-0031,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,hec081058,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A44
2243,M0038-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,ksbaek109,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A56
2244,M0038-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,도면에 압력유지부 체결 볼트 토오크값 표기 누락,2020-09-11 13:46,2020-09-11 13:46,unicorn95,QSDR,검사업체,2020-08-12,"기술규격서(P206D, 4.04.B.1,q)에 압력유지부 체결 볼트 토오크값을 밸브 도면에 표기하도록 요구하고 있으나, 밸브에 아래의 압력유지부 체결 볼트 토오크 값이 누락되었는데 볼트 체결이 완료됨. 대상 자재 : 밸브(14"" Class 150) - Cover stud nut (BM No. : 60) - Hinge pin plug (BM No. : 58)","기술규격서 4.04.B DRAWING AND DOCUMENTS 1. The Supplier shall submit…. The following information shall be included on or submitted with the drawings : a. Two views of the valve assembly … q. The torque required for all pressure containment bolting, i.e., torque required to provide specified gasket loading",기술규격서에서 요구하는 정보가 도면상에 명시될수 있도록 설계자 교육 및 현황 점검,"펌프, 밸브 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C12
