번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
107,M0052-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,sh0165,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A02
108,M0052-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,ksbaek109,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A02
109,M0052-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,cwhydro1,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C07
110,M0052-0028,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,wilopump1,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A07
111,M0052-0029,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,TSURUMI77,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
112,M0052-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,0bbe6fad4914,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A04
113,M0052-0031,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,buradu,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C04
114,M0052-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,hec081058,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
115,M0052-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,isjang8770,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C12
116,M0052-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,shimjc98,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C09
117,M0052-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,계측장비 교정 정도 불량,2022-12-01,2022-12-01,swparkssv,NCR,검사업체,2022-10-12, 제어봉 구동체 나사산 검사에 사용된 Go-No Gage가 연례 교정 작업 중 정도불량으로 인해 기존 검사된 품목 전량 재검사 1. 사용 Gage 명 : UNC Thread Ring Gage 7/16 inch -14UNC-2A 2. 나사산 도면 요구사항 : 7/16 inch -14UNC-2A, Applicable DWG : N11008-133MD-C403, Go-No Gage 및 Template은 사용전 치수에 대한 재확인 하도록 권고.  검교정이 필요한 Gage 및 Template은 기록서 및 성적서를 보유.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
118,M0053-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,kimjy0821,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A09
119,M0053-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,pkvalve,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
120,M0053-0038,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,sunae5272,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C03
121,M0053-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,81106487,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
122,M0053-0040,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,jspark,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A09
123,M0053-0041,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,핵연료 취급설비 용접 각목 부족,2022-12-01,2022-12-01,unicorn95,기타,검사업체,2022-10-12," 핵연료 취급설비 Fuel Transfer System 용접 각목 부족 1. 도면 요구사항 : T Joint Filet Weld Size Min. 6mm 2. 적용 용접각장 : 6.5mm 3. 미흡사항 : 용접각장은 6.5mm이상 용접되었으나 2Pass 용접을하여 충분한 각목이 형성되 어야 하나, 1Pass 용접으로 마무리 하고자 하여 용접모양이 오목 (Concave)형상으로 실제 각목이 최소 요구사항인 Min. 4.2mm를 만족하지 못함."," KEPIC MNF 4427 필릿용접부의 형상과 크기 (1) 필릿용접부는 볼록형에서 부터 오목형까지의 형상을 가지게 되는데, 그 형상 및 크기는 그림 MNF 4427을 따라야 한다. 필릿용접부의 곡률운 판정기준이 아니며 측정할 필요가 없다.", 용접부 검사시 Code요건을 확인 및 검사 절차서에 점검항목 추가.  용접작업자 용접후 자체 점검을 할 수 있도록 교육.,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
